product_key,search_query,brand,model,capacity,storage_type,form_factor,interface,shopee_query,ads_count,best_price_brl,avg_price_brl,max_price_brl,total_sold,max_rating,total_reviews,best_title,best_url,best_mlb_id,source_pages,grouped_titles
memoria|ram|fury|beast|1x32gb|32gb,memoria ram ddr5,Kingston,,32GB,,,,Kingston 32GB,1,3200.0,3200.0,3200.0,0,,0,Memória RAM Fury Beast 32GB 1x32GB Kingston KF560C36BBE2-32,https://www.mercadolivre.com.br/memoria-ram-fury-beast-32gb-1x32gb-kingston-kf560c36bbe2-32/p/MLB54734335#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=49&type=product&tracking_id=40dc4e04-2f98-496c-a06b-e982dc1f494b&wid=MLB7069523314&sid=search,MLB7069523314,7,Memória RAM Fury Beast 32GB 1x32GB Kingston KF560C36BBE2-32
memoria|ram|juhor|rgb|ddr5|32gb,memoria ram ddr5,,,32GB,,,,memoria ram juhor rgb,1,3200.0,3200.0,3200.0,0,,0,Memória Ram Juhor Rgb Ddr5 32gb (2x16gb) 5600mhz Rgb,https://www.mercadolivre.com.br/memoria-ram-juhor-rgb-ddr5-32gb-2x16gb-5600mhz-rgb/up/MLBU4104567190#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=44&type=product&tracking_id=f50bf2fb-feca-41a9-892d-623a7542606a&wid=MLB4776799161&sid=search,MLB4776799161,3,Memória Ram Juhor Rgb Ddr5 32gb (2x16gb) 5600mhz Rgb
kingston|fury|sfyr2s|2t0|2tb,ssd nvme,Kingston,,2TB,,,,Kingston 2TB,1,3249.0,3249.0,3249.0,100,,0,interno Kingston Fury SFYR2S/2T0 2TB preto,https://www.mercadolivre.com.br/interno-kingston-fury-sfyr2s2t0-2tb-preto/p/MLB49446796#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=39&type=product&tracking_id=bb70a3b7-b81c-481c-81b4-34f9c4d0e99d&wid=MLB6767854894&sid=search,MLB6767854894,6,interno Kingston Fury SFYR2S/2T0 2TB preto
memoria|ram|2x16|5600|mhz|32gb,memoria ram ddr5,,,32GB,,,,memoria ram 2x16 5600,1,3258.0,3258.0,3258.0,0,,0,Memória Ram Gamer 32gb (2x16) 5600 Mhz Ddr5 Shadow Rgb Netac,https://www.mercadolivre.com.br/memoria-ram-gamer-32gb-2x16-5600-mhz-ddr5-shadow-rgb-netac/p/MLB51985535#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=53&type=product&tracking_id=562aabe2-6ce9-4448-9307-05df0136e546&wid=MLB6224439700&sid=search,MLB6224439700,10,Memória Ram Gamer 32gb (2x16) 5600 Mhz Ddr5 Shadow Rgb Netac
memoria|ram|kingston|dddr5|6000mhz|32gb,memoria ram ddr5,Kingston,,32GB,,,,Kingston 32GB,1,3280.0,3280.0,3280.0,0,,0,Memória Ram 32gb Kingston Dddr5 6000mhz Kf560c36bwea-32,https://www.mercadolivre.com.br/memoria-ram-32gb-kingston-dddr5-6000mhz-kf560c36bwea32/up/MLBU4192957699#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=31&type=product&tracking_id=3c0bd438-a00d-4bd7-872a-44421a689b7b&wid=MLB4841161641&sid=search,MLB4841161641,9,Memória Ram 32gb Kingston Dddr5 6000mhz Kf560c36bwea-32
memoria|risemode|ddr5|6000mhz|32|32gb,memoria ram ddr5,,,32GB,,,,memoria risemode ddr5 6000mhz,1,3280.0,3280.0,3280.0,0,,0,Memoria Risemode Ddr5 6000mhz 32 Gb (2x16gb) Zeus Series Whi,https://www.mercadolivre.com.br/memoria-risemode-ddr5-6000mhz-32-gb-2x16gb-zeus-series-whi/up/MLBU3861291695#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=18&type=product&tracking_id=40dc4e04-2f98-496c-a06b-e982dc1f494b&wid=MLB6522728196&sid=search,MLB6522728196,7,Memoria Risemode Ddr5 6000mhz 32 Gb (2x16gb) Zeus Series Whi
memoria|ram|corsair|vengeance|2x16gb|32gb,memoria ram ddr5,Corsair,,32GB,,,,Corsair 32GB,1,3285.0,3285.0,3285.0,100,,0,Memória Ram Corsair Vengeance 32gb 2x16gb Ddr5 5200Mhz,https://www.mercadolivre.com.br/memoria-ram-corsair-vengeance-32gb-2x16gb-ddr5-5200mhz/p/MLB24590198#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=33&type=product&tracking_id=40dc4e04-2f98-496c-a06b-e982dc1f494b&wid=MLB6232908540&sid=search,MLB6232908540,7,Memória Ram Corsair Vengeance 32gb 2x16gb Ddr5 5200Mhz
memoria|ram|fury|beast|1|32gb,memoria ram ddr5,Kingston,,32GB,,,,Kingston 32GB,1,3334.0,3334.0,3334.0,500,,0,Memória RAM Fury Beast preto 32GB 1 Kingston KF552C40BB-32,https://www.mercadolivre.com.br/memoria-ram-fury-beast-preto-32gb-1-kingston-kf552c40bb-32/p/MLB19529215#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=9&type=product&tracking_id=5d5dc4a3-5a6e-4338-97b3-629ff4d24a24&wid=MLB5301994326&sid=search,MLB5301994326,1,Memória RAM Fury Beast preto 32GB 1 Kingston KF552C40BB-32
memoria|6000mhz|ddr5|cl40|kingston|32gb,memoria ram ddr5,Kingston,,32GB,,,,Kingston 32GB,1,3439.0,3439.0,3439.0,500,,0,Memória Gamer 32gb 6000mhz Ddr5 Cl40 Kingston Fury Beast Pto,https://www.mercadolivre.com.br/memoria-gamer-32gb-6000mhz-ddr5-cl40-kingston-fury-beast-pto/p/MLB25912591#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=7&type=product&tracking_id=40dc4e04-2f98-496c-a06b-e982dc1f494b&wid=&sid=search,MLB25912591,7,Memória Gamer 32gb 6000mhz Ddr5 Cl40 Kingston Fury Beast Pto
memoria|vengeance|ddr5|ram|32|32gb,memoria ram ddr5,,,32GB,,,,memoria vengeance ddr5 ram,1,3460.0,3460.0,3460.0,0,,0,Memória Vengeance Ddr5 Ram 32 Gb (2 X 16gb) 5600mhz Cl40,https://www.mercadolivre.com.br/memoria-vengeance-ddr5-ram-32-gb-2-x-16gb-5600mhz-cl40/p/MLB36470072#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=6&type=product&tracking_id=3c0bd438-a00d-4bd7-872a-44421a689b7b&wid=MLB4005077511&sid=search,MLB4005077511,9,Memória Vengeance Ddr5 Ram 32 Gb (2 X 16gb) 5600mhz Cl40
memoria|ddr5|corsair|5600mhz|vengeance|32gb,memoria ram ddr5,Corsair,,32GB,,,,Corsair 32GB,1,3467.0,3467.0,3467.0,100,,0,Memoria Ddr5 Corsair 32gb 5600mhz Vengeance Black,https://www.mercadolivre.com.br/memoria-ddr5-corsair-32gb-5600mhz-vengeance-black/p/MLB36537225#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=40&type=product&tracking_id=70662bf6-14e9-4cf5-bdcf-bb1c5b632811&wid=MLB4518498847&sid=search,MLB4518498847,8,Memoria Ddr5 Corsair 32gb 5600mhz Vengeance Black
memoria|ddr5|geil|polaris|2x16gb|32gb,memoria ram ddr5,,,32GB,,,,memoria ddr5 geil polaris,1,3499.0,3499.0,3499.0,0,,0,Memória Gamer Ddr5 Geil Polaris 32gb (2x16gb) 5200mhz Grey,https://www.mercadolivre.com.br/memoria-gamer-ddr5-geil-polaris-32gb-2x16gb-5200mhz-grey/up/MLBU4185963396#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=33&type=product&tracking_id=3c0bd438-a00d-4bd7-872a-44421a689b7b&wid=MLB7058219910&sid=search,MLB7058219910,9,Memória Gamer Ddr5 Geil Polaris 32gb (2x16gb) 5200mhz Grey
memoria|ram|ddr5|kingston|fury|32gb,memoria ram ddr5,Kingston,,32GB,,,,Kingston 32GB,1,3499.0,3499.0,3499.0,25,,0,Memória Ram Ddr5 Kingston Fury Beast 2x16gb 32gb 5600mhz,https://www.mercadolivre.com.br/memoria-ram-ddr5-kingston-fury-beast-2x16gb-32gb-5600mhz/up/MLBU3086410633#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=5&type=product&tracking_id=3c0bd438-a00d-4bd7-872a-44421a689b7b&wid=MLB5329913446&sid=search,MLB5329913446,9,Memória Ram Ddr5 Kingston Fury Beast 2x16gb 32gb 5600mhz
memoria|ram|juhor|ddr5|2x16gb|32gb,memoria ram ddr5,,,32GB,,,,memoria ram juhor ddr5,1,3499.0,3499.0,3499.0,0,,0,Memória Ram Juhor Ddr5 32gb (2x16gb) 6000mhz - Branco,https://www.mercadolivre.com.br/memoria-ram-juhor-ddr5-32gb-2x16gb-6000mhz-branco/p/MLB61275061#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=8&type=product&tracking_id=5d5dc4a3-5a6e-4338-97b3-629ff4d24a24&wid=MLB4823586601&sid=search,MLB4823586601,1,Memória Ram Juhor Ddr5 32gb (2x16gb) 6000mhz - Branco
memoria|vengeance|ddr5|2x16gb,memoria ram ddr5,,,,,,,memoria vengeance ddr5 2x16gb,1,3500.0,3500.0,3500.0,0,,0,Memoria Vengeance Ddr5 2x16gb,https://produto.mercadolivre.com.br/MLB-6672871496-memoria-vengeance-ddr5-2x16gb-_JM#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=40&type=item&tracking_id=f50bf2fb-feca-41a9-892d-623a7542606a&wid=MLB6672871496&sid=search,MLB6672871496,3,Memoria Vengeance Ddr5 2x16gb
memoria|ram|kingston|fury|renegade,memoria ram ddr5,Kingston,,,,,,Kingston,1,3550.0,3550.0,3550.0,0,,0,Memória Ram Kingston Fury Renegade Ddr5 (2x16)7200mhz Lacrad,https://www.mercadolivre.com.br/memoria-ram-kingston-fury-renegade-ddr5-2x167200mhz-lacrad/up/MLBU3941781152#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=43&type=product&tracking_id=40dc4e04-2f98-496c-a06b-e982dc1f494b&wid=MLB4647662691&sid=search,MLB4647662691,7,Memória Ram Kingston Fury Renegade Ddr5 (2x16)7200mhz Lacrad
corsair|2tb|nvme,ssd nvme,Corsair,,2TB,NVMe,M.2,PCIe 4.0,Corsair 2TB NVMe M.2 PCIe 4.0,1,3598.0,3598.0,3598.0,0,,0,SSD Interno Corsair MP700 2TB M.2 NVMe PCIe 4.0 com Dissipador,https://www.mercadolivre.com.br/ssd-interno-corsair-mp700-2tb-m2-nvme-pcie-40-com-dissipador/p/MLB45196363#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=11&type=product&tracking_id=08babc82-d0ae-4619-8af4-094748010b85&wid=MLB6896557258&sid=search,MLB6896557258,4,SSD Interno Corsair MP700 2TB M.2 NVMe PCIe 4.0 com Dissipador
memoria|patriot|viper|xtreme|5|32gb,memoria ram ddr5,,,32GB,,,,memoria patriot viper xtreme,1,3599.0,3599.0,3599.0,0,,0,Memória Patriot Viper Xtreme 5 32gb 2x16gb 7600mhz Ddr5 Rgb,https://www.mercadolivre.com.br/memoria-patriot-viper-xtreme-5-32gb-2x16gb-7600mhz-ddr5-rgb/p/MLB42642829#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=10&type=product&tracking_id=40dc4e04-2f98-496c-a06b-e982dc1f494b&wid=MLB6717198818&sid=search,MLB6717198818,7,Memória Patriot Viper Xtreme 5 32gb 2x16gb 7600mhz Ddr5 Rgb
memoria|udimm|crucial|ddr5|5600mhz|32gb,memoria ram ddr5,Crucial,,32GB,,,,Crucial 32GB,1,3605.0,3605.0,3605.0,0,,0,Memória Pc Udimm Crucial 32gb Ddr5 5600mhz Cl46 Ct32g56c46u5,https://www.mercadolivre.com.br/memoria-pc-udimm-crucial-32gb-ddr5-5600mhz-cl46-ct32g56c46u5/up/MLBU3247135833#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=55&type=product&tracking_id=562aabe2-6ce9-4448-9307-05df0136e546&wid=MLB4100954745&sid=search,MLB4100954745,10,Memória Pc Udimm Crucial 32gb Ddr5 5600mhz Cl46 Ct32g56c46u5
memoria|ddr5|corsair|vengeance|rgb|32gb,memoria ram ddr5,Corsair,,32GB,,,,Corsair 32GB,1,3621.0,3621.0,3621.0,0,,0,"Memória Ddr5 Corsair Vengeance Rgb, 32gb (2x16gb), 6400mhz",https://www.mercadolivre.com.br/memoria-ddr5-corsair-vengeance-rgb-32gb-2x16gb-6400mhz/up/MLBU3897727325#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=47&type=product&tracking_id=40dc4e04-2f98-496c-a06b-e982dc1f494b&wid=MLB4609652705&sid=search,MLB4609652705,7,"Memória Ddr5 Corsair Vengeance Rgb, 32gb (2x16gb), 6400mhz"
kit|memoria|ddr5|5600mhz|cl40|32gb,memoria ram ddr5,Corsair,,32GB,,,,Corsair 32GB,1,3635.0,3635.0,3635.0,0,,0,Kit Memória Pc 32gb Ddr5 5600mhz Cl40 Corsair Vengeance,https://www.mercadolivre.com.br/kit-memoria-pc-32gb-ddr5-5600mhz-cl40-corsair-vengeance/up/MLBU3065841667#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=39&type=product&tracking_id=48b89447-4a5c-4062-8d59-b966655ad596&wid=MLB4002905283&sid=search,MLB4002905283,4,Kit Memória Pc 32gb Ddr5 5600mhz Cl40 Corsair Vengeance
memoria|ram|crucial|pro|ddr5|32gb,memoria ram ddr5,Crucial,,32GB,,,,Crucial 32GB,1,3644.0,3644.0,3644.0,0,,0,Memoria Ram Crucial Pro 32gb Ddr5 Kit 2x16gb 6000mhz Cl36,https://www.mercadolivre.com.br/memoria-ram-kit-crucial-pro-ddr5-32gb-2x16gb-6000mhz/p/MLB2086029676#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=46&type=product&tracking_id=70662bf6-14e9-4cf5-bdcf-bb1c5b632811&wid=MLB6296141864&sid=search,MLB6296141864,8,Memoria Ram Crucial Pro 32gb Ddr5 Kit 2x16gb 6000mhz Cl36
memoria|ram|ddr5|crucial|pro|32gb,memoria ram ddr5,Crucial,,32GB,,,,Crucial 32GB,1,3644.0,3644.0,3644.0,0,,0,"Memoria Ram Ddr5 Crucial Pro 32gb 6400mhz, 2x16gb",https://www.mercadolivre.com.br/ram-crucial-pro-ddr5-32gb-kit-2x16gb-6400mhz-cl38-white/p/MLB2076990985#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=48&type=product&tracking_id=70662bf6-14e9-4cf5-bdcf-bb1c5b632811&wid=MLB5933576824&sid=search,MLB5933576824,8,"Memoria Ram Ddr5 Crucial Pro 32gb 6400mhz, 2x16gb"
memoria|xpg|lancer|blade|ddr5|32gb,memoria ram ddr5,XPG,,32GB,,,,XPG 32GB,1,3675.0,3675.0,3675.0,0,,0,Memória Xpg Lancer Blade Ddr5 De 32gb ( 1 X 32gb ) 5600mhz,https://www.mercadolivre.com.br/memoria-xpg-lancer-blade-ddr5-de-32gb--1-x-32gb--5600mhz/up/MLBU3765785993#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=56&type=product&tracking_id=562aabe2-6ce9-4448-9307-05df0136e546&wid=MLB6218837424&sid=search,MLB6218837424,10,Memória Xpg Lancer Blade Ddr5 De 32gb ( 1 X 32gb ) 5600mhz
memoria|g|skill|flare|x5|32gb,memoria ram ddr5,,,32GB,,,,memoria g skill flare,1,3689.0,3689.0,3689.0,0,,0,Memória G.skill Flare X5 Ddr5 32gb 6000mhz Cl32 Kit 2x16gb,https://www.mercadolivre.com.br/memoria-gskill-flare-x5-ddr5-32gb-6000mhz-cl32-kit-2x16gb/up/MLBU4171474063#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=5&type=product&tracking_id=dafcc706-d91a-45cd-b350-760a95995f6b&wid=MLB7062975162&sid=search,MLB7062975162,5,Memória G.skill Flare X5 Ddr5 32gb 6000mhz Cl32 Kit 2x16gb
memoria|ram|corsair|vengeance|16x2|32gb,memoria ram ddr5,Corsair,,32GB,,,,Corsair 32GB,1,3699.0,3699.0,3699.0,0,,0,Memória Ram Corsair Vengeance 16x2 32gb Envio Imediato C/nfe,https://www.mercadolivre.com.br/memoria-ram-corsair-vengeance-16x2-32gb-envio-imediato-cnfe/up/MLBU4092517301#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=41&type=product&tracking_id=70662bf6-14e9-4cf5-bdcf-bb1c5b632811&wid=MLB4779394553&sid=search,MLB4779394553,8,Memória Ram Corsair Vengeance 16x2 32gb Envio Imediato C/nfe
kingston|2048gb|nvme,ssd nvme,Kingston,,2048GB,NVMe,M.2,PCIe 4.0,Kingston 2048GB NVMe M.2 PCIe 4.0,1,3710.0,3710.0,3710.0,500,,0,Ssd M.2 2280 2048gb Pcie 4.0 Nvme Interno Kingston Kc3000 Skc3000d/2048g Nand Tlc 3d Velocidade Leitura Até 7000mb/s E Gravação Até 6000mb/s Cor Preto,https://www.mercadolivre.com.br/ssd-m2-2280-2048gb-pcie-40-nvme-interno-kingston-kc3000-skc3000d2048g-nand-tlc-3d-velocidade-leitura-ate-7000mbs-e-gravaco-ate-6000mbs-cor-preto/p/MLB19782852#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=40&type=product&tracking_id=3414e7e4-1f1e-4709-868d-506dd311ec0e&wid=MLB3727426507&sid=search,MLB3727426507,10,Ssd M.2 2280 2048gb Pcie 4.0 Nvme Interno Kingston Kc3000 Skc3000d/2048g Nand Tlc 3d Velocidade Leitura Até 7000mb/s E Gravação Até 6000mb/s Cor Preto
memoria|ddr5|5600|vengeance|32gb,memoria ram ddr5,,,32GB,,,,memoria ddr5 5600 vengeance,1,3720.0,3720.0,3720.0,0,,0,Memoria Notebook 32gb Ddr5 5600 Vengeance Preto,https://www.mercadolivre.com.br/memoria-notebook-32gb-ddr5-5600-vengeance-preto/up/MLBU1478685580#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=50&type=product&tracking_id=70662bf6-14e9-4cf5-bdcf-bb1c5b632811&wid=MLB4936105032&sid=search,MLB4936105032,8,Memoria Notebook 32gb Ddr5 5600 Vengeance Preto
memoria|ram|fury|beast|ddr5|32gb,memoria ram ddr5,Kingston,,32GB,,,,Kingston 32GB,1,3725.0,3725.0,3725.0,0,,0,Memória Ram Fury Beast Ddr5 Preto 32gb Kingston 5600mhz,https://www.mercadolivre.com.br/memoria-ram-fury-beast-ddr5-preto-32gb-kingston-5600mhz/up/MLBU2224688913#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=54&type=product&float_highlight=last_units&tracking_id=3c0bd438-a00d-4bd7-872a-44421a689b7b&wid=MLB3223989861&sid=search,MLB3223989861,9,Memória Ram Fury Beast Ddr5 Preto 32gb Kingston 5600mhz
grupo|de|equipe|t|force|32gb,memoria ram ddr5,,,32GB,,,,grupo de equipe t,1,3781.0,3781.0,3781.0,50,,0,Grupo De Equipe T-force Vulcan Ddr5 32gb (2x16gb) 6000 Mhz (,https://www.mercadolivre.com.br/teamgroup-t-force-vulcan-ddr5-32gb-2x16gb-6000mhz-pc5-/p/MLB2071443670#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=56&type=product&tracking_id=40dc4e04-2f98-496c-a06b-e982dc1f494b&wid=MLB3950267497&sid=search,MLB3950267497,7,Grupo De Equipe T-force Vulcan Ddr5 32gb (2x16gb) 6000 Mhz (
memorias|ram|corsair|vengeance|rgb|16gb,memoria ram ddr5,Corsair,,16GB,,,,Corsair 16GB,1,3799.0,3799.0,3799.0,0,,0,Memórias Ram Corsair Vengeance Rgb (2 x 16gb) Ddr5-6400,https://www.mercadolivre.com.br/memorias-ram-corsair-vengeance-rgb-2-x-16gb-ddr5-6400/p/MLB65429569#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=6&type=product&tracking_id=dafcc706-d91a-45cd-b350-760a95995f6b&wid=MLB7016122438&sid=search,MLB7016122438,5,Memórias Ram Corsair Vengeance Rgb (2 x 16gb) Ddr5-6400
memoria|ddr5|corsair|vengeance|6000mhz|32gb,memoria ram ddr5,Corsair,,32GB,,,,Corsair 32GB,1,3799.0,3799.0,3799.0,25,,0,Memória Ddr5 Corsair Vengeance 32gb 6000mhz Intel Xmp C36,https://www.mercadolivre.com.br/memoria-ddr5-corsair-vengeance-32gb-6000mhz-intel-xmp-c36/up/MLBU3014318982#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=10&type=product&tracking_id=562aabe2-6ce9-4448-9307-05df0136e546&wid=MLB5285287554&sid=search,MLB5285287554,10,Memória Ddr5 Corsair Vengeance 32gb 6000mhz Intel Xmp C36
memoria|ddr5|corsair|vengeance|intel|32gb,memoria ram ddr5,Corsair,,32GB,,,,Corsair 32GB,1,3799.0,3799.0,3799.0,0,,0,Memória Ddr5 Corsair Vengeance 32gb Intel Ddr5 6000mhz C36,https://www.mercadolivre.com.br/memoria-ddr5-corsair-vengeance-32gb-intel-ddr5-6000mhz-c36/up/MLBU3014320200#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=43&type=product&tracking_id=562aabe2-6ce9-4448-9307-05df0136e546&wid=MLB5285261776&sid=search,MLB5285261776,10,Memória Ddr5 Corsair Vengeance 32gb Intel Ddr5 6000mhz C36
memoria|ddr5|2x16gb|6000mhz|corsair|32gb,memoria ram ddr5,Corsair,,32GB,,,,Corsair 32GB,1,3803.0,3803.0,3803.0,500,,0,"Memoria DDR5 32gb (2x16gb) 6000mhz Corsair Vengeance, Rgb",https://www.mercadolivre.com.br/memoria-ddr5-32gb-2x16gb-6000mhz-corsair-vengeance-rgb/p/MLB28144475#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=41&type=product&tracking_id=5d5dc4a3-5a6e-4338-97b3-629ff4d24a24&wid=MLB6921058014&sid=search,MLB6921058014,1,"Memoria DDR5 32gb (2x16gb) 6000mhz Corsair Vengeance, Rgb"
memoria|vengeance|rgb|ddr5|ram|32gb,memoria ram ddr5,,,32GB,,,,memoria vengeance rgb ddr5,1,3821.0,3821.0,3821.0,0,,0,Memoria Vengeance Rgb Ddr5 Ram 32gb (1x32gb) 5600mhz Cl40,https://www.mercadolivre.com.br/memoria-vengeance-rgb-ddr5-ram-32gb-1x32gb-5600mhz-cl40/p/MLB53407479#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=51&type=product&tracking_id=56117de3-36d7-4e30-9300-18626952aaf7&wid=MLB6191077514&sid=search,MLB6191077514,2,Memoria Vengeance Rgb Ddr5 Ram 32gb (1x32gb) 5600mhz Cl40
memoria|ram|5600m|ddr5|rgb|32gb,memoria ram ddr5,Kingston,,32GB,,,,Kingston 32GB,1,3870.0,3870.0,3870.0,0,,0,Memória Ram 32gb 5600m Ddr5 Rgb Cl40 Kingston Fury Beast,https://www.mercadolivre.com.br/memoria-ram-32gb-5600m-ddr5-rgb-cl40-kingston-fury-beast/up/MLBU1462370349#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=45&type=product&tracking_id=48b89447-4a5c-4062-8d59-b966655ad596&wid=MLB3845450648&sid=search,MLB3845450648,4,Memória Ram 32gb 5600m Ddr5 Rgb Cl40 Kingston Fury Beast
memoria|ram|patriot|viper|venom|32gb,memoria ram ddr5,,,32GB,,,,memoria ram patriot viper,1,3927.0,3927.0,3927.0,0,,0,Memória Ram Patriot Viper Venom Ddr5 32gb (2x16gb) 6000mhz,https://www.mercadolivre.com.br/patriot-viper-venom-ddr5-ram-32gb-6000mhz-cl30/p/MLB2085865249#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=33&type=product&tracking_id=70662bf6-14e9-4cf5-bdcf-bb1c5b632811&wid=MLB4790165191&sid=search,MLB4790165191,8,Memória Ram Patriot Viper Venom Ddr5 32gb (2x16gb) 6000mhz
corsair|dominator|rgb|2x16gb|ddr5|32gb,memoria ram ddr5,Corsair,,32GB,,,,Corsair 32GB,1,3965.0,3965.0,3965.0,0,,0,Corsair Dominator Rgb 32gb (2x16gb) Ddr5 5200mhz Preto,https://www.mercadolivre.com.br/corsair-dominator-rgb-32gb-2x16gb-ddr5-5200mhz-preto/p/MLB22795466#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=23&type=product&tracking_id=dafcc706-d91a-45cd-b350-760a95995f6b&wid=MLB4815639599&sid=search,MLB4815639599,5,Corsair Dominator Rgb 32gb (2x16gb) Ddr5 5200mhz Preto
memoria|ram|ddr5|kingston|fury,memoria ram ddr5,Kingston,,,,,,Kingston,1,3975.0,3975.0,3975.0,0,,0,"Memória Ram Ddr5 Kingston Fury Beast Rgb, 6000 Mhz, 1x32 Gb, CL30 - KF560C30BBEA-32",https://www.mercadolivre.com.br/memoria-ram-ddr5-kingston-fury-beast-rgb-6000-mhz-1x32-gb-cl30-kf560c30bbea-32/p/MLB62514111#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=42&type=product&tracking_id=3c0bd438-a00d-4bd7-872a-44421a689b7b&wid=MLB7079340516&sid=search,MLB7079340516,9,"Memória Ram Ddr5 Kingston Fury Beast Rgb, 6000 Mhz, 1x32 Gb, CL30 - KF560C30BBEA-32"
kit|memoria|ram|6000|ddr5|32gb,memoria ram ddr5,Corsair,,32GB,,,,Corsair 32GB,1,3990.0,3990.0,3990.0,0,,0,Kit Memoria Ram 32gb 6000 Ddr5 2x16 Vengeance Corsair,https://www.mercadolivre.com.br/kit-memoria-ram-32gb-6000-ddr5-2x16-vengeance-corsair/up/MLBU2355271056#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=40&type=product&tracking_id=48b89447-4a5c-4062-8d59-b966655ad596&wid=MLB3816438220&sid=search,MLB3816438220,4,Kit Memoria Ram 32gb 6000 Ddr5 2x16 Vengeance Corsair
memoria|corsair|dominator|platinum|rgb|32gb,memoria ram ddr5,Corsair,,32GB,,,,Corsair 32GB,1,3990.0,3990.0,3990.0,25,,0,Memória Corsair Dominator Platinum Rgb Ddr5 32gb 2x16GB 6000mhz CMT32GX5M2E6000C36,https://www.mercadolivre.com.br/memoria-corsair-dominator-platinum-rgb-ddr5-32gb-2x16gb-6000mhz-cmt32gx5m2e6000c36/p/MLB29477152#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=38&type=product&tracking_id=70662bf6-14e9-4cf5-bdcf-bb1c5b632811&wid=MLB4772721179&sid=search,MLB4772721179,8,Memória Corsair Dominator Platinum Rgb Ddr5 32gb 2x16GB 6000mhz CMT32GX5M2E6000C36
memoria|ddr5|amd|expo|intel|32gb,memoria ram ddr5,,,32GB,,,,memoria ddr5 amd expo,1,3999.0,3999.0,3999.0,0,,0,Memória DDR5 AMD Expo Intel XMP 3.0 6000mhz CL30 32GB 2x16GB Team Group T-Force Delta RGB,https://www.mercadolivre.com.br/memoria-ddr5-amd-expo-intel-xmp-30-6000mhz-cl30-32gb-2x16gb-team-group-t-force-delta-rgb/p/MLB32060120#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=43&type=product&tracking_id=3c0bd438-a00d-4bd7-872a-44421a689b7b&wid=MLB7086380632&sid=search,MLB7086380632,9,Memória DDR5 AMD Expo Intel XMP 3.0 6000mhz CL30 32GB 2x16GB Team Group T-Force Delta RGB
memoria|ram|6000mhz|ddr5|2x16gb|32gb,memoria ram ddr5,Adata,,32GB,,,,Adata 32GB,1,3999.0,3999.0,3999.0,50,,0,Memória Ram Pc 6000mhz Ddr5 (2x16gb) 32gb Adata Xpg Lancer,https://www.mercadolivre.com.br/memoria-ram-pc-6000mhz-ddr5-2x16gb-32gb-adata-xpg-lancer/p/MLB45470708#polycard_client=search-desktop&be_origin=backend&search_layout=grid&position=42&type=product&tracking_id=40dc4e04-2f98-496c-a06b-e982dc1f494b&wid=MLB7045365206&sid=search,MLB7045365206,7,Memória Ram Pc 6000mhz Ddr5 (2x16gb) 32gb Adata Xpg Lancer
